,CODE,CODE Latitude,CODE Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
407,M2L,43.7547,-79.3764,Swimming Pool,43.75099421720474,-79.37436489349645,Pool
408,M2M,43.7915,-79.4103,Modafinil Canada,43.79484260639072,-79.41160440444946,Business Service
409,M2M,43.7915,-79.4103,Lillian Park,43.79544662005568,-79.41047443923324,Playground
410,M1L,43.7122,-79.2843,Tim Hortons,43.7162878856343,-79.2833371460438,Coffee Shop
411,M1L,43.7122,-79.2843,Warden Ave & St. Clair Ave E,43.71205669347002,-79.28100496530533,Intersection
412,M1L,43.7122,-79.2843,TTC Bus #68 Warden,43.71177810997778,-79.27971412913774,Bus Line
413,M1L,43.7122,-79.2843,Clairlea Futbol Centre,43.71523429184505,-79.28650639185544,Soccer Field
414,M1L,43.7122,-79.2843,Bakery On The Go,43.711270905205765,-79.27950587661704,Bakery
415,M1L,43.7122,-79.2843,Cafe on the go,43.71115104374148,-79.27946923512921,Bakery
416,M1L,43.7122,-79.2843,Warden Ave & Fairfax Cres,43.716187,-79.282936,Intersection
417,M1L,43.7122,-79.2843,Warden Woods Park,43.71052711027375,-79.27896551895955,Park
418,M1M,43.7247,-79.2312,Tim Hortons,43.7266505,-79.2314708,Coffee Shop
419,M1M,43.7247,-79.2312,Shoppers Drug Mart,43.725669,-79.231626,Pharmacy
420,M1M,43.7247,-79.2312,Vi Pei Bistro - Bluffs,43.72714826155886,-79.22964018336639,Bistro
421,M1M,43.7247,-79.2312,Dairy Queen,43.722757687671276,-79.23562467098236,Ice Cream Shop
422,M1M,43.7247,-79.2312,Subway,43.72555870583347,-79.23045582196846,Sandwich Place
423,M1M,43.7247,-79.2312,Dairy Queen,43.7226367,-79.2354522,Ice Cream Shop
424,M1M,43.7247,-79.2312,Pizza Pizza,43.722490904836995,-79.23527706203652,Pizza Place
425,M1M,43.7247,-79.2312,Dollarama,43.724705,-79.231379,Discount Store
426,M1M,43.7247,-79.2312,TD Canada Trust,43.7274727,-79.2292926,Bank
427,M1N,43.6952,-79.2646,The Birchcliff,43.69166644406541,-79.26453158481682,Café
428,M1N,43.6952,-79.2646,Birchmount Community Centre,43.69517507509799,-79.26216087070237,General Entertainment
429,M1N,43.6952,-79.2646,Scarborough Gardens,43.6946465192162,-79.26223031725522,Skating Rink
430,M1N,43.6952,-79.2646,Birchmount Stadium,43.695322867712626,-79.26129341125488,College Stadium
431,M4N,43.7301,-79.3935,Lawrence Park Ravine,43.72696303913755,-79.39438246708775,Park
432,M4N,43.7301,-79.3935,The Photo School – Toronto,43.730429240438326,-79.38876673579216,Photography Studio
433,M4P,43.7135,-79.3887,Sherwood Park,43.71655100307589,-79.38777567141624,Park
434,M4P,43.7135,-79.3887,Summerhill Market North,43.71549914910689,-79.39288125988016,Food & Drink Shop
435,M4P,43.7135,-79.3887,Homeway Restaurant & Brunch,43.71264120397444,-79.39155655199944,Breakfast Spot
436,M4P,43.7135,-79.3887,Dogs Off-Leash Area,43.71658934061667,-79.38424587249756,Dog Run
437,M4P,43.7135,-79.3887,Winners,43.71323606413252,-79.3938728363979,Department Store
438,M4P,43.7135,-79.3887,900 Mount Pleasant - Residents Gym,43.71167058860572,-79.3917671882441,Gym / Fitness Center
439,M4R,43.7143,-79.4065,St. Clements - Yonge Parkette,43.71206179547874,-79.40425523454469,Park
440,M4R,43.7143,-79.4065,NTCC Swimming Pool,43.710552812924895,-79.40578561334489,Gym Pool
441,M4R,43.7143,-79.4065,Lytton Park,43.714954491867296,-79.4119695364535,Playground
442,M4R,43.7143,-79.4065,Rosalind's Garden Oasis,43.71218888050602,-79.41197784736922,Garden
443,M4S,43.702,-79.3853,Marigold Indian Bistro,43.702880859375,-79.38800811767578,Indian Restaurant
444,M4S,43.702,-79.3853,Jules Cafe Patisserie,43.70413799694304,-79.38841260442167,Dessert Shop
445,M4S,43.702,-79.3853,Bread and Butter,43.70158248227423,-79.3873587869354,Sandwich Place
446,M4S,43.702,-79.3853,June Rowlands Park,43.70051698238234,-79.38918866607341,Park
447,M4S,43.702,-79.3853,GoodLife Fitness Toronto Mount Pleasant and Davisville,43.700802,-79.386417,Gym
448,M4S,43.702,-79.3853,Thobors Boulangerie Patisserie Café,43.704513877453266,-79.38861602551758,Café
449,M4S,43.702,-79.3853,Thai Spicy House,43.7019616162845,-79.3875129672506,Thai Restaurant
450,M4S,43.702,-79.3853,Florentia Ristorante,43.703594,-79.3879846,Italian Restaurant
451,M4S,43.702,-79.3853,Zee Grill,43.70498511291793,-79.38847622354874,Seafood Restaurant
452,M4S,43.702,-79.3853,XO Gelato,43.70517671239303,-79.3887930388649,Dessert Shop
453,M4S,43.702,-79.3853,Positano,43.704558,-79.38863854,Italian Restaurant
454,M4S,43.702,-79.3853,Hazel's Diner,43.70210267511542,-79.3876176468172,Diner
455,M4S,43.702,-79.3853,Sakae Sushi,43.70494407149989,-79.38870408604551,Sushi Restaurant
456,M4S,43.702,-79.3853,Starving Artist,43.701538,-79.38724,Restaurant
457,M4S,43.702,-79.3853,Petro-Canada,43.70226903889355,-79.38795536756516,Gas Station
458,M4S,43.702,-79.3853,Mastermind Toys,43.704839243420075,-79.38854629838522,Toy / Game Store
459,M4S,43.702,-79.3853,Apple Tree Farmer's Market,43.70032613903132,-79.38976045544334,Farmers Market
460,M4S,43.702,-79.3853,Subway,43.70176337400996,-79.38780495416756,Sandwich Place
461,M4S,43.702,-79.3853,Second Cup,43.704344001380505,-79.38865888961692,Coffee Shop
462,M4S,43.702,-79.3853,KFC,43.6993,-79.3869,Fast Food Restaurant
463,M4S,43.702,-79.3853,Meow Cat Cafe,43.702927,-79.38819,Café
464,M4S,43.702,-79.3853,Hodgson Artificial Ice Rink,43.70137899201321,-79.38596130492859,Skating Rink
465,M4S,43.702,-79.3853,Davisville Tennis Club,43.700982501952296,-79.38855639486724,Tennis Court
466,M4S,43.702,-79.3853,Tim Hortons,43.6988414,-79.3863963,Coffee Shop
467,M4S,43.702,-79.3853,Glebe Manor Square,43.701616248795126,-79.39120640702265,Park
468,M4T,43.6899,-79.3853,Rosehill Reservoir,43.68630352898223,-79.38813304564451,Park
469,M4T,43.6899,-79.3853,Sobeys Urban Fresh St. Clair,43.688479,-79.390769,Grocery Store
470,M4T,43.6899,-79.3853,New Thai Restaurant,43.68886917362422,-79.39116302160036,Thai Restaurant
471,M4T,43.6899,-79.3853,Pure Fitness,43.693006599930136,-79.38778127126965,Gym
472,M4T,43.6899,-79.3853,Ravine,43.69035594864729,-79.38684099383201,Trail
473,M4T,43.6899,-79.3853,Loring-Wyle Parkette,43.690270427217385,-79.3834375880377,Park
474,M4T,43.6899,-79.3853,Moore Park Tennis Club,43.693289308734215,-79.38289953522846,Tennis Court
475,M3N,43.7568,-79.521,Pho Com Viet Nam,43.75663119859895,-79.51833633068185,Vietnamese Restaurant
476,M3N,43.7568,-79.521,Durante's No Frills,43.758178,-79.51968,Grocery Store
477,M3N,43.7568,-79.521,Pizza Hut,43.75633958118749,-79.51781778764257,Pizza Place
478,M3N,43.7568,-79.521,KFC,43.7566,-79.5181,Fast Food Restaurant
479,M3N,43.7568,-79.521,Popeyes Louisiana Kitchen,43.75660425382002,-79.51604685393343,Fried Chicken Joint
480,M3N,43.7568,-79.521,Shoppers Drug Mart,43.756147,-79.515843,Pharmacy
481,M3N,43.7568,-79.521,Petro-Canada,43.757187,-79.517778,Gas Station
482,M3N,43.7568,-79.521,The Beer Store,43.7560941,-79.5162392,Beer Store
483,M3N,43.7568,-79.521,Subway,43.75622810178744,-79.51833268621584,Sandwich Place
484,M3N,43.7568,-79.521,Pizza Pizza,43.756185976894656,-79.5154595375061,Pizza Place
485,M3N,43.7568,-79.521,Tim Hortons,43.7561284,-79.5162657,Coffee Shop
486,M3N,43.7568,-79.521,Planet Fitness,43.757538,-79.51961,Gym / Fitness Center
487,M3N,43.7568,-79.521,Dollarama,43.758177,-79.519679,Discount Store
488,M3N,43.7568,-79.521,Jian Hing Supermarket,43.75667320052111,-79.51844367991136,Grocery Store
489,M3N,43.7568,-79.521,LCBO,43.759256617873106,-79.51945388294175,Liquor Store
490,M3N,43.7568,-79.521,Yorkgate Mall,43.75866403784837,-79.51964054966928,Shopping Mall
491,M3N,43.7568,-79.521,Living Well,43.756460538385106,-79.51598949881128,Caribbean Restaurant
492,M3N,43.7568,-79.521,Dollarama,43.75677,-79.515084,Discount Store
493,M3N,43.7568,-79.521,Jane Finch Mall,43.756611889504924,-79.51629147096202,Shopping Mall
494,M4A,43.7276,-79.3148,Victoria Village Arena,43.72348055545508,-79.31563520925143,Hockey Arena
495,M4A,43.7276,-79.3148,Portugril,43.72581876267242,-79.31278541470671,Portuguese Restaurant
496,M4A,43.7276,-79.3148,Tim Hortons,43.725516631714754,-79.31310251366091,Coffee Shop
497,M4A,43.7276,-79.3148,Eglinton Ave E & Sloane Ave/Bermondsey Rd,43.726086,-79.31362,Intersection
498,M4A,43.7276,-79.3148,The Frig,43.72705130603407,-79.31741760908679,French Restaurant
499,M4A,43.7276,-79.3148,Pizza Nova,43.725823726352196,-79.31286041792907,Pizza Place
500,M4A,43.7276,-79.3148,Wigmore Park,43.731023438497964,-79.3107706628902,Park
501,M6R,43.6469,-79.4521,Pizzeria Defina,43.648722638277675,-79.44985455915354,Pizza Place
502,M6R,43.6469,-79.4521,Barque Smokehouse,43.648056674430094,-79.4495705745465,BBQ Joint
503,M6R,43.6469,-79.4521,The Dizzy Gastro Sports Pub,43.6483056117907,-79.44964625984929,Gastropub
504,M6R,43.6469,-79.4521,The Mercantile,43.64794843787414,-79.44956275902172,Gourmet Shop
505,M6R,43.6469,-79.4521,The Ace,43.646144199851925,-79.44886018312049,American Restaurant
506,M6R,43.6469,-79.4521,Barque Butcher Bar,43.64764077822067,-79.44948581202844,Butcher
507,M6R,43.6469,-79.4521,Mabel's Bakery,43.648707235576516,-79.44992146507896,Bakery
508,M6R,43.6469,-79.4521,The Chocolateria,43.64992822697901,-79.45043667719423,Dessert Shop
509,M6R,43.6469,-79.4521,Lit Espresso Bar,43.64584589665229,-79.44882985644458,Coffee Shop
510,M6R,43.6469,-79.4521,Café Polonez,43.645113109705804,-79.44851660549037,Eastern European Restaurant
511,M6R,43.6469,-79.4521,Domani Restaurant & Wine Bar,43.649235,-79.450229,Italian Restaurant
512,M6R,43.6469,-79.4521,Inter Steer,43.64979631005809,-79.45030983497107,Eastern European Restaurant
513,M6R,43.6469,-79.4521,Ed's Real Scoop,43.64493193175704,-79.44846130053051,Ice Cream Shop
514,M6R,43.6469,-79.4521,Sushi On Roncy,43.647862405268434,-79.44949300964225,Sushi Restaurant
515,M6R,43.6469,-79.4521,Another Story Bookshop,43.64854385366879,-79.4498274688279,Bookstore
516,M6R,43.6469,-79.4521,De La Mer,43.64777348396022,-79.4495822604021,Fish Market
517,M6R,43.6469,-79.4521,La Cubana,43.65091223991817,-79.45090936982271,Cuban Restaurant
518,M6R,43.6469,-79.4521,Cider House,43.65068788125521,-79.45068513648656,Restaurant
519,M6R,43.6469,-79.4521,Aris Place,43.646075591799324,-79.44884027778438,American Restaurant
520,M6R,43.6469,-79.4521,Qi Natural Food,43.64581683069303,-79.44881046692572,Food & Drink Shop
521,M6R,43.6469,-79.4521,Reunion Island Coffee Bar,43.65046251706493,-79.45060981846792,Coffee Shop
522,M6R,43.6469,-79.4521,Extra Butter,43.64753717441561,-79.44946908275794,Café
523,M6R,43.6469,-79.4521,Revue Cinema,43.65111215463428,-79.4509612383593,Movie Theater
524,M6R,43.6469,-79.4521,Fantail,43.64918861123302,-79.45008588853764,Café
525,M6R,43.6469,-79.4521,A Good Read,43.64947021007538,-79.450339,Bookstore
526,M6R,43.6469,-79.4521,Likely General,43.65062189632695,-79.45063525580188,Gift Shop
527,M6R,43.6469,-79.4521,Scout,43.65097043195477,-79.45086621885267,Gift Shop
528,M6R,43.6469,-79.4521,Aris Grill,43.65009143382369,-79.45039643854467,Breakfast Spot
529,M6R,43.6469,-79.4521,the Friendly Thai,43.64590686300198,-79.4488919470859,Thai Restaurant
530,M6R,43.6469,-79.4521,Butler's Pantry,43.65008710183049,-79.45045784621456,Breakfast Spot
531,M6R,43.6469,-79.4521,Sweetpea's,43.64413493852084,-79.44817274684576,Flower Shop
532,M6R,43.6469,-79.4521,The Local Pub and Restaurant,43.6510171734011,-79.45091108743782,Bar
533,M6R,43.6469,-79.4521,Hot Oven Bakery,43.64458317682934,-79.44825247432367,Bakery
534,M6R,43.6469,-79.4521,Kami Sushi,43.64394569923591,-79.44811664710394,Sushi Restaurant
535,M6R,43.6469,-79.4521,Tim Hortons,43.64445867986715,-79.44805361330509,Coffee Shop
536,M6R,43.6469,-79.4521,Chopin Restaurant,43.644164985026904,-79.44816243232444,Eastern European Restaurant
537,M6R,43.6469,-79.4521,High Park Club,43.64273436125203,-79.4541778923524,Curling Ice
538,M6R,43.6469,-79.4521,Maple Produce,43.64596747661899,-79.4489240385491,Grocery Store
539,M6R,43.6469,-79.4521,Round The Horn,43.64915643217412,-79.45003959338368,Sports Bar
540,M6R,43.6469,-79.4521,RBC Royal Bank,43.64473345505027,-79.44829184440374,Bank
541,M6R,43.6469,-79.4521,Sobeys Urban Fresh High Park,43.645237,-79.448627,Grocery Store
542,M6R,43.6469,-79.4521,Scooter Girl,43.64492105569103,-79.44845003657372,Toy / Game Store
543,M6R,43.6469,-79.4521,Pizza Flora,43.644203471230284,-79.44815968005453,Pizza Place
544,M6R,43.6469,-79.4521,Vincent Sushi,43.643528966446866,-79.44812481630312,Sushi Restaurant
545,M6R,43.6469,-79.4521,Roncesvales Fruit Village,43.643639,-79.447889,Food & Drink Shop
546,M6S,43.6512,-79.4828,The One That Got Away,43.64984188412754,-79.48261453424496,Fish & Chips Shop
547,M6S,43.6512,-79.4828,Fat Bastard Burrito,43.6497791550768,-79.48289414342419,Burrito Place
548,M6S,43.6512,-79.4828,Coffee Tree Roastery,43.64964735112305,-79.48343639040918,Café
549,M6S,43.6512,-79.4828,Wibke's Espresso Bar,43.64913158497341,-79.48480237071465,Coffee Shop
550,M6S,43.6512,-79.4828,Book City (Bloor West),43.65021080519715,-79.48122019699115,Bookstore
551,M6S,43.6512,-79.4828,Bryden's Pub,43.64925890136825,-79.4846509607823,Pub
552,M6S,43.6512,-79.4828,Asa Sushi,43.64990164450559,-79.4846109228881,Sushi Restaurant
553,M6S,43.6512,-79.4828,Baka Gallery Cafe,43.65103966439781,-79.47760530158712,Café
554,M6S,43.6512,-79.4828,Yumi Sushi,43.64989127391365,-79.4824044490675,Sushi Restaurant
555,M6S,43.6512,-79.4828,Bloom Restaurant,43.65030692996379,-79.4798355748952,Latin American Restaurant
556,M6S,43.6512,-79.4828,Falafel World,43.649800784968164,-79.48272777159343,Falafel Restaurant
557,M6S,43.6512,-79.4828,Queen's Pasta Café,43.65070658803776,-79.47797787214411,Italian Restaurant
558,M6S,43.6512,-79.4828,Amber European Restaurant,43.64994563414707,-79.48200902277628,French Restaurant
559,M6S,43.6512,-79.4828,Shakey's Original Bar & Grill,43.6507708866875,-79.47758071386558,Gastropub
560,M6S,43.6512,-79.4828,Max's Market,43.65052462233729,-79.47914453187883,Gourmet Shop
561,M6S,43.6512,-79.4828,Bread & Roses Bakery Cafe,43.651194318292276,-79.47665677628656,Bakery
562,M6S,43.6512,-79.4828,New Balance,43.65095377580209,-79.4773976977124,Shoe Store
563,M6S,43.6512,-79.4828,Simply Thai,43.65078180371,-79.47760089101641,Thai Restaurant
564,M6S,43.6512,-79.4828,Booster Juice,43.64980188,-79.4836826,Smoothie Shop
565,M6S,43.6512,-79.4828,Zaza Espresso Bar & Gelato,43.65110626640462,-79.4777101044724,Café
566,M6S,43.6512,-79.4828,Goodfellas Wood Oven Pizza,43.648224,-79.486356,Italian Restaurant
567,M6S,43.6512,-79.4828,Awai,43.65041203760419,-79.47847723960876,Vegetarian / Vegan Restaurant
568,M6S,43.6512,-79.4828,Ali Baba's,43.65100956228928,-79.4771792559058,Falafel Restaurant
569,M6S,43.6512,-79.4828,Bukhara indian cuisine,43.65110529992475,-79.47710362509072,Indian Restaurant
570,M6S,43.6512,-79.4828,RBC Royal Bank,43.65014198969323,-79.48027377570449,Bank
571,M6S,43.6512,-79.4828,Subway,43.6496442,-79.4840082,Sandwich Place
572,M6S,43.6512,-79.4828,The Works Gourmet Burger Bistro,43.650735,-79.47744,Restaurant
573,M6S,43.6512,-79.4828,Java Joe's,43.650424,-79.479755,Café
574,M6S,43.6512,-79.4828,Heart,43.650310315403544,-79.48012458547709,Dessert Shop
575,M6S,43.6512,-79.4828,Humber Cinema,43.64911832002547,-79.48481789910943,Indie Movie Theater
576,M6S,43.6512,-79.4828,Bloor-Jane Restaurant,43.64951305181438,-79.48407033610728,Diner
577,M6S,43.6512,-79.4828,Tim Hortons,43.648525791237965,-79.48506608605385,Coffee Shop
578,M6S,43.6512,-79.4828,A Dark Horse,43.64953295859084,-79.4830557372747,Bar
579,M6S,43.6512,-79.4828,TD Canada Trust,43.651284593586276,-79.47659432888031,Bank
580,M6S,43.6512,-79.4828,Second Cup,43.650136727534054,-79.48079476951547,Café
581,M6S,43.6512,-79.4828,Pizza Pizza,43.650891010950225,-79.47713449187698,Pizza Place
582,M6S,43.6512,-79.4828,Janchenko's Bakery,43.649827,-79.482622,Bakery
583,M6S,43.6512,-79.4828,Pizza Pizza,43.64931132140717,-79.48455987958097,Pizza Place
584,M6S,43.6512,-79.4828,My Place - a Canadian Pub,43.64845840072295,-79.48518749174133,Pub
585,M6S,43.6512,-79.4828,Supplements Plus,43.65051247059009,-79.47926224875707,Supplement Shop
586,M6S,43.6512,-79.4828,Fresh and Wild,43.650647042994095,-79.47899611546983,Grocery Store
587,M6S,43.6512,-79.4828,West End Mamas,43.6487032,-79.484919,Health Food Store
588,M6S,43.6512,-79.4828,(The New) Moksha Yoga Bloor West,43.648658140097254,-79.48524158555848,Yoga Studio
589,M6S,43.6512,-79.4828,The Coffee Bouquets,43.648785,-79.48594,Coffee Shop
590,M6S,43.6512,-79.4828,Laura Secord,43.6507761217786,-79.47730243206024,Dessert Shop
591,M6S,43.6512,-79.4828,Hakim Optical,43.6508413,-79.47729192,Optical Shop
592,M6S,43.6512,-79.4828,Swansea School of Dance,43.64807706026409,-79.47900494041677,Dance Studio
593,M6S,43.6512,-79.4828,Think Fitness,43.64796649019104,-79.48646216806426,Gym
594,M6S,43.6512,-79.4828,Retrofit Pilates,43.647948823562515,-79.47905374028939,Pilates Studio
595,M8V,43.6075,-79.5013,Sunbelt Rentals,43.607491561354784,-79.50579484014025,Rental Service
596,M4B,43.7063,-79.3094,Jawny Bakers,43.705782646822,-79.31291304477831,Gastropub
597,M4B,43.7063,-79.3094,East York Gymnastics,43.710654,-79.309279,Gym / Fitness Center
598,M4B,43.7063,-79.3094,Shoppers Drug Mart,43.705933,-79.312825,Pharmacy
599,M4B,43.7063,-79.3094,TD Canada Trust,43.705739883755946,-79.31227013468737,Bank
600,M4B,43.7063,-79.3094,Pizza Pizza,43.70515901620182,-79.31312955571528,Pizza Place
601,M4B,43.7063,-79.3094,Rise & Dine Eatery,43.705769,-79.311638,Breakfast Spot
602,M4B,43.7063,-79.3094,East York Animal Clinic,43.70592051370348,-79.3121958344716,Pet Store
603,M4B,43.7063,-79.3094,St. Clair Ave E & O'Connor Dr,43.70523283448301,-79.31327432821826,Intersection
604,M4B,43.7063,-79.3094,Venice Pizza,43.70592051370348,-79.31395663414658,Pizza Place
605,M4B,43.7063,-79.3094,Merchant's Flea Market,43.705107692965406,-79.31416841029413,Flea Market
606,M4C,43.6913,-79.3116,Old's Cool General Store,43.694483,-79.30846,Convenience Store
607,M4C,43.6913,-79.3116,The Beer Store,43.6937312,-79.3167591,Beer Store
608,M4C,43.6913,-79.3116,New Star Video,43.692565,-79.315937,Video Store
609,M4C,43.6913,-79.3116,Luxy Nails,43.69285615840882,-79.3158494567113,Spa
610,M4E,43.6784,-79.2941,Glen Manor Ravine,43.67682094413784,-79.29394208780985,Trail
611,M4E,43.6784,-79.2941,The Big Carrot Natural Food Market,43.678879,-79.297734,Health Food Store
612,M4E,43.6784,-79.2941,Beaches Bake Shop,43.68036312619922,-79.28969173416124,Bakery
613,M4E,43.6784,-79.2941,The Beech Tree,43.680493,-79.288846,Gastropub
614,M4E,43.6784,-79.2941,Grover Pub and Grub,43.679181434941015,-79.29721535878515,Pub
615,M4E,43.6784,-79.2941,Upper Beaches,43.68056321147582,-79.2928688743688,Neighborhood
616,M4E,43.6784,-79.2941,Dip 'n Sip,43.67889707815811,-79.29774501670785,Coffee Shop
617,M4E,43.6784,-79.2941,Seaspray Restaurant,43.678887885937094,-79.29816674246032,Asian Restaurant
618,M4E,43.6784,-79.2941,Mullins Irish Pub,43.68034802625127,-79.2893703487739,Pub
619,M5S,43.6629,-79.3987,Yasu,43.66283719650635,-79.40321739973975,Japanese Restaurant
620,M5S,43.6629,-79.3987,Piano Piano,43.66294872979362,-79.40289804116937,Italian Restaurant
621,M5S,43.6629,-79.3987,Rasa,43.662756751275445,-79.40398803188654,Restaurant
622,M5S,43.6629,-79.3987,The Dessert Kitchen,43.66282317865166,-79.40274569154498,Dessert Shop
623,M5S,43.6629,-79.3987,Almond Butterfly,43.66283554072087,-79.40336494731255,Bakery
624,M5S,43.6629,-79.3987,Her Father's Cider Bar + Kitchen,43.66244824890102,-79.40470324675829,Beer Bar
625,M5S,43.6629,-79.3987,Athletic Centre,43.66248699305214,-79.40065676565847,College Gym
626,M5S,43.6629,-79.3987,Innis Cafe,43.665401003815745,-79.39971478706231,Café
627,M5S,43.6629,-79.3987,Hart House Theatre,43.66357134217992,-79.3946163990837,Theater
628,M5S,43.6629,-79.3987,Harbord Bakery & Calandria,43.662519096022976,-79.40444270567404,Bakery
629,M5S,43.6629,-79.3987,Sivananda Yoga Centre,43.6627536,-79.4029508,Yoga Studio
630,M5S,43.6629,-79.3987,Cafe Cancan,43.662735486588865,-79.40344738555669,French Restaurant
631,M5S,43.6629,-79.3987,Bakka Phoenix Books,43.662958633796144,-79.40260149079198,Bookstore
632,M5S,43.6629,-79.3987,Coach House Printing,43.66631964001284,-79.40027745050322,Bookstore
633,M5S,43.6629,-79.3987,FLOCK Rotisserie + Greens,43.66263716795857,-79.4037981720113,Comfort Food Restaurant
634,M5S,43.6629,-79.3987,Gyubee,43.66708824997601,-79.4005710246546,Japanese Restaurant
635,M5S,43.6629,-79.3987,Second Cup,43.66355135916493,-79.40178748741704,Café
636,M5S,43.6629,-79.3987,A & C Games,43.66493880046117,-79.40319438893309,Video Game Store
637,M5S,43.6629,-79.3987,Red Fish Blue Fish Creative Cafe,43.662826909852434,-79.40281748771667,Café
638,M5S,43.6629,-79.3987,Second Cup Coffee Co.,43.66535,-79.398376,Café
639,M5S,43.6629,-79.3987,Innis Town Hall,43.66541957367295,-79.39954635185894,College Arts Building
640,M5S,43.6629,-79.3987,RBC Royal Bank,43.66309939908409,-79.40259064752568,Bank
641,M5S,43.6629,-79.3987,Daddyo's,43.66462215321565,-79.40268488417684,Italian Restaurant
642,M5S,43.6629,-79.3987,Charlie's Gallery,43.662809819602124,-79.40382164131282,Bar
643,M5S,43.6629,-79.3987,Magic Noodle,43.66272766027783,-79.4036022699349,Noodle House
644,M5S,43.6629,-79.3987,The Beer Store,43.6653855,-79.4034771,Beer Store
645,M5S,43.6629,-79.3987,East of Brunswick,43.66560880777417,-79.40332426293872,Pub
646,M5S,43.6629,-79.3987,Cafe On Harbord,43.662903,-79.403564,Café
647,M5S,43.6629,-79.3987,Elchi Chai Shop,43.662694965848935,-79.40465211868286,Coffee Shop
648,M5T,43.6541,-79.3978,The Moonbean Cafe,43.65414662211733,-79.40018175516231,Café
649,M5T,43.6541,-79.3978,Essence of Life Organics,43.65411067840614,-79.4004308758787,Organic Grocery
650,M5T,43.6541,-79.3978,FIKA Cafe,43.653560276835684,-79.40040209660836,Café
651,M5T,43.6541,-79.3978,Millie Creperie,43.654993860126034,-79.3998292732052,Dessert Shop
652,M5T,43.6541,-79.3978,Seven Lives - Tacos y Mariscos,43.65441817160925,-79.40054467846261,Mexican Restaurant
653,M5T,43.6541,-79.3978,Blackbird Baking Co,43.65476385976386,-79.40056588367806,Bakery
654,M5T,43.6541,-79.3978,Banh Mi Nguyen Huong,43.653628006211044,-79.3983759881993,Vietnamese Restaurant
655,M5T,43.6541,-79.3978,Kensington Food Market,43.654058473740236,-79.40037565547179,Farmers Market
656,M5T,43.6541,-79.3978,El Rey,43.652764,-79.400048,Cocktail Bar
657,M5T,43.6541,-79.3978,Little Pebbles,43.654883,-79.400264,Coffee Shop
658,M5T,43.6541,-79.3978,Rasta Pasta,43.65420716538317,-79.40046891984555,Caribbean Restaurant
659,M5T,43.6541,-79.3978,Global Cheese,43.65462257332082,-79.4006057130889,Cheese Shop
660,M5T,43.6541,-79.3978,Saigon Lotus Restaurant,43.654310800343325,-79.39922450076845,Vietnamese Restaurant
661,M5T,43.6541,-79.3978,Fudao Noodle House,43.654645274716124,-79.39887355126278,Noodle House
662,M5T,43.6541,-79.3978,Jimmy's Coffee,43.65449315540114,-79.40131090393002,Café
663,M5T,43.6541,-79.3978,Kid Icarus,43.653933260442265,-79.40171859012935,Arts & Crafts Store
664,M5T,43.6541,-79.3978,Cold Tea,43.65419313416817,-79.40107491108753,Bar
665,M5T,43.6541,-79.3978,Torteria San Cosme,43.65470199390117,-79.40064636669985,Mexican Restaurant
666,M5T,43.6541,-79.3978,The Dirty Bird Chicken + Waffles,43.65461198283731,-79.40067408795788,Comfort Food Restaurant
667,M5T,43.6541,-79.3978,Meeplemart,43.65162799198926,-79.39741037259144,Gaming Cafe
668,M5T,43.6541,-79.3978,Grey Gardens,43.653479,-79.401427,Wine Bar
669,M5T,43.6541,-79.3978,Sonic Boom,43.650858882525974,-79.39698455156606,Record Shop
670,M5T,43.6541,-79.3978,Golden Patty,43.6546590586465,-79.4011788108254,Caribbean Restaurant
671,M5T,43.6541,-79.3978,Thirsty and Miserable,43.65456533618983,-79.4015827891908,Beer Bar
672,M5T,43.6541,-79.3978,Perola Supermarket,43.65489448176307,-79.40214642462199,Grocery Store
673,M5T,43.6541,-79.3978,Art Gallery of Ontario,43.654002860337386,-79.39292172707437,Art Gallery
674,M5T,43.6541,-79.3978,Hooked,43.6545853262614,-79.40174629702895,Fish Market
675,M5T,43.6541,-79.3978,Carlos' House of Spice,43.654188111731344,-79.40190419262933,Gourmet Shop
676,M5T,43.6541,-79.3978,Wafels and More,43.65465108367296,-79.40197747917576,Belgian Restaurant
677,M5T,43.6541,-79.3978,Tuina.ca,43.65364690783921,-79.39466634879739,Massage Studio
678,M5T,43.6541,-79.3978,Maker Pizza,43.6504011331197,-79.39804047841302,Pizza Place
679,M5T,43.6541,-79.3978,King's Cafe,43.65427040798248,-79.40189703859198,Vegetarian / Vegan Restaurant
680,M5T,43.6541,-79.3978,Hibiscus,43.655454254557085,-79.4024390910271,Vegetarian / Vegan Restaurant
681,M5T,43.6541,-79.3978,FILM CAFE,43.65510856565147,-79.40234241534543,Comfort Food Restaurant
682,M5T,43.6541,-79.3978,Krispy Kreme Doughnuts,43.65583357917441,-79.3994168504878,Donut Shop
683,M5T,43.6541,-79.3978,Poetry Jazz Cafe,43.654974536398164,-79.40237067545584,Jazz Club
684,M5T,43.6541,-79.3978,Vegetarian Haven,43.656016028357094,-79.3927577742003,Vegetarian / Vegan Restaurant
685,M5T,43.6541,-79.3978,A & C World,43.65740880302916,-79.39984655786655,Gaming Cafe
686,M5T,43.6541,-79.3978,Ozzy's Burger,43.65519064459841,-79.40261014020656,Burger Joint
687,M5T,43.6541,-79.3978,金城超級市場 Lucky Moose Food Mart,43.65365148008927,-79.3944133930438,Grocery Store
